"ahoj (při loučení), na shledanou",bye,baɪ,phr
"promiňte, je mi líto, lituji",sorry,'sɒri,phr
"průzkum, dotazování, anketa",survey,sɜ:'veɪ,n
přidat,add,æd,v
"přísada, složka (při vaření ap.)",ingredient,ɪn'gri:diənt,n
rajče / rajčata,tomato / tomatoes,tə'mɑ:təʊ / tə'mɑ:təʊz,n
recept (kuchařský),recipe,'resəpi,n
rybí prsty,fish fingers,",fɪʃ 'fɪŋgəz",n pl
salát (zeleninový pokrm),salad,'sæləd,n
sázet peníze při hazardu,gamble,'gæmbl,v
seznam,list,lɪst,n
slanina,bacon,'beɪkən,n
"smažit, opékat",fry,fraɪ,v
"smíchat, zamíchat",mix,mɪks,v
sportovní,sports,spɔ:ts,adj
sporty,sports,spɔ:ts,n pl
"stánek s novinami, trafika",newsagent's,'nju:zeɪdʒənts,n
"střední, středně velký",medium,'mi:diəm,adj
"stýskat se po něčem, postrádat",miss,mɪs,v
suchý,dry,draɪ,adj
sůl,salt,sɒlt,n
"sušenky, keksy",biscuits (AmE cookies),'bɪskɪts / cʊki:z,n
šampon,shampoo,ʃæm'pu:,n
špagety,spaghetti,spə'geti,n
šroubovák,screwdriver,'skru:draɪvə(r),n
šunka,ham,hæm,n
těstoviny,pasta,'pæstə,n
"to není problém, klidně (jako souhlas)",no problem,nəʊ 'prɒbləm,
trochu,some,sʌm,det
tymián,thyme,taɪm,n
utratit,spend,spend,v
"vajíčko, vejce",egg,eg,n
vaření,cooking,'kʊkɪŋ,n
"vařit (jídlo ve vodě), vřít",boil,bɔɪl,v
"velikost, rozměr",size,saɪz,n
"velký, rozsáhlý, obrovský (rozlohou)",large,la:dʒ,adj
ven z (domu),out of (house),aʊt əv,phr
voda z kohoutku (z vodovodu),tap water,'tæp wɔ:tə(r),n
"vrchní kuchař, šéfkuchař",chef,ʃef,n
vrstva,layer,'leɪə(r),n
"vybíravý, příliš náročný (v jídle, vkusem)",fussy,'fʌsɪ,adj
zapečené mleté maso se šťouchanými brambory (Anglie),cottage pie,",kɒtɪdʒ 'paɪ",n
"zápisník, poznámkový sešit, notes",notebook,'nəʊtbʊk,n
zapomenout,forget,fə'get,v
"zejména, především (spojení s jednou věcí či člověkem)",especially,ɪ'speʃəli,adv
"zkusit, zkoušet, vyzkoušet,",try,traɪ,v
"známka (poštovní), kolek",stamp,stæmp,n
zubní pasta,toothpaste,'tu:θpeɪst,n
žádný (v záporné větě),any,'eni,det
"aktuální, moderní, poslední verze (programu ap.)",up-to-date,",ʌp tə 'deɪt",adj
Angličan,Englishman,'ɪŋglɪʃmən,n
architektura,architecture,'ɑ:kɪtekʧə(r),n
banka,bank,bæŋk,n
"bezpečný, bez rizika",safe,seɪf,adj
celebrity,celebritiies,sə'lebrətiz,n pl
"celkově, obecně, všeobecně",generally,'dʒenrəli,adv
centra obchodu,commercial centres,kə'mɜ:ʃl 'sentəz,n pl
"centrální, středový, v centru",central,'sentrəl,adj
císař,emperor,'empərə(r),n
cizinec (např. Brit v CZ),foreigner,'fɒrənə(r),n
dávat přednost (něčemu před něčím),prefer (~ sth to sth),prɪ'fɜ:(r),v
"deštivý, děštivo",rainy,'reɪni,adj
divadlo,theatre,'θɪətə(r),n
"dlouhý, vysoký (popis osoby)",tall,tɔ:l,adj
"doprava, transport (systém)",transport (~ is),'trænspɔ:t,n
dopravní značka,traffic sign,'træfɪk saɪn,n
elegantní (popis osoby - vzhled),elegant,'elɪgənt,adj
elektřina,electricity,"ɪ,lektrɪsəti",n
extrémní,extreme,ɪk'stri:m,adj
"historický, dějinný",historic,hɪ'stɒrɪk,adj
"hlasitý, hlučný",loud,laʊd,adj
hlavní město,capital (city),'kæpɪtl 'sɪtɪ,n
"hlavní sídlo firmy, ústředí, centrála",headquarters,",hed'kwɔ:təz",n
"hory, pohoří",mountains,'maʊntənz,n pl
hračkářství,toy shop,tɔɪ ʃɒp,n
hygienická opatření,sanitation,",sænɪ'teɪʃn",n
"chrám, svatyně",temple,'templ,n
"chudinské čtvrti, slumy",slums (pl),slʌmz,n
"chudoba, bída, nouze",poverty,'pɒvəti,n
jaro,spring,sprɪŋ,n
"jedinečný, unikátní",unique,ju'ni:k,adj
jih,south,saʊθ,n
kamenný,stone,stəʊn,adj
kilometr,kilometre (AmE - kilometer),kɪ'lɒmɪtə(r),n
"klenoty, šperky",jewellery (jewelry AmE),'dʒu:əlrɪ,n
"klima, podnebí",climate,'klaɪmət,n
kluby,clubs,clʌbz,n pl
koloniální,colonial,kə'ləʊniəl,adj
"konat se, dít se (fráz.sloveso)",take place,teɪk pleɪs,v
"kopec, hora, vrch",hill,hɪl,n
kostel,church,ʧɜ:ʧ,n
kruhová křižovatka,roundabout,raʊndəbaʊt,n
kultura,culture,'kʌlʧə(r),n
kvalita,quality,'kwɒləti,n
kvést (strom nebo keř),blossom,'blɒsəm,v
les,wood,wʊd,n
metro,Metro,'metrəʊ,n
móda,fashion,'fæʃn,n
"mokrý, vlhký, promáčený, zpocený",wet,wet,adj
mrakodrap,skyscraper,'skaɪskreɪpə(r),n
multikulturní,multicultural,",mʌlti'kʌlʧərəl",adj
náměstí (na náměstí),square (in the square),skweə(r),n
"někde,někam",somewhere,'sʌmweə(r),adv
nezávislost,independence,",ɪndɪ'pendəns",n
"noční klub, bar",nightclub,'naɪtklʌb,n
"obklopený, kolem dokola obehnaný",surrounded,sə'raʊndɪd,adj
oblast,area,'eəriə,n
"obrovský, rozlehlý, velikánský",huge,hju:dʒ,adj
"obyvatelstvo, celkový počet obyvatel",population,",pɒpjʊ'leɪʃn",n
opatrný,careful,'keəfl,adj
oranžový,orange,'ɒrɪndʒ,adj
"originálně, původně",originally,ə'rɪdʒənəlɪ,adv
"osoba, která musí dojíždět do zaměstnání",commuter,kə'mju:tə(r),n
"ovšem, samozřejmě",of course,ɒv 'kɔ:s,adv
palác,palace,'pæləs,n
pobřeží,coast,kəʊst,n
"poslední, nejnovější",latest,'leɪtɪst,adj
"potrava, jídlo",food,fu:d,n
pravdivý,true,tru:,adj
průmysl,industry,'ɪndəstri,n
"prvotřídní, špičkový",high-class,",haɪ'klɑ:s",adj
přechod pro chodce,pedestrian crossing,pə'destrɪən krɒsɪŋ,n
"přeplněný, nacpaný (lidmi)",crowded,'kraʊdɪd,adj
"přesnídávka, svačina, malé občerstvení",snacks,snæks,n
přízvuk,accent,'æksent,n
původem,originally,ə'rɪdʒənəlɪ,adv
"roční období, sezóna",season,'si:zn,n
romantický,romantic,rəʊ'mæntɪk,adj
"rozmanitost, různé druhy",variety,və'raɪəti,n
"rukodělné, řemeslné výrobky",handicrafts,'hændɪkrɑ:fts,n
růžová,pink,pɪŋk,adj
rybaření; rybolov,fishing,'fɪʃɪŋ,n
řeka,river,'rivə(r),n
"říše, království, impérium",empire,'empaɪə(r),n
semafor,traffic lights,'træfɪk laɪts,n
sever,north,nɔ:θ,n
stovky,hundreds,'hʌndrədz,n pl
"super, skvělý, senza, fajn",cool,ku:l,adj
svatyně,shrine,ʃraɪn,n
systém metra,subway system,'sʌbweɪ sɪstəm,n
"tajuplný, záhadný",mysterious,mɪ'stɪəriəs,adj
tetování,tattoo,tə'tu:,n
"tišší, méně hlučný",quieter,'kwaɪətə(r),adj
tradiční,traditional,trə'dɪʃənl,adj
"trh, tržiště (stánky)",market,'mɑ:kɪt,n
třešeň,cherry,'ʧeri,n
turistická atrakce,tourist attraction,'tɔ:rɪst ə'trækʃn,n
údolí,valley,'væli,n
"umělec, výtvarník (malíř,sochař ap.)",artist,'ɑ:tɪst,n
"velkoměsto, megalopole",megacity,"'megə,sɪti",n
veřejná doprava,public transport,'pʌblɪk 'trænspɔ:t,n
veřejné lázně,public bath,pʌblɪk 'bɑ:θ,n
vlhký,humid,'hju:mɪd,adj
"vtrhnout, podniknout invazi, napadnout",invade,ɪn'veɪd,v
východ (světová strana),east,i:st,n
"východ slunce, svítání",sunrise,'sʌnraɪz,n
"vyrábět, produkovat",produce,prə'dju:s,v
"vzduch, ovzduší",air,eə(r),n
západ slunce,sunset,'sʌnset,n
zboží (~ je),goods (~ are),gʊdz,n
"zdvořilý, slušný",polite,pə'laɪt,adj
zemětřesení,earthquake,'ɜ:θkweɪk,n
"zkušenost, zážitek",experience,ɪk'spɪəriəns,n
zlato (materiál),gold,goʊld,n
změnit,change,ʧeɪndʒ,v
"znečištění, znečišťující látka",pollution,pə'lu:ʃn,n
železniční síť,railway system,'reɪlweɪ 'sɪstem,n
"bojovat, prát se",fight,faɪt,v
bota (boty),shoe (shoes),ʃu:  (ʃu:z),n
"boty (vysoké, sportovní, holínky)",boots,bu:t,n
detektiv,detective,dɪ'tektɪv,n
dlouhý (vlasy ap.),long,lɒŋ,adj
dvojčata,twins,twɪnz,n
"fopady, vlivy, následky",effects,ɪ'fekts,n pl
gravitace,gravity,'grævəti,n
herec,actor,'æktə(r),n
hezký (o muži) (popis osoby - vzhled),handsome,'hænsəm,adj
"hezký, pohledný  (o muži - vzhled)",good-looking,",gʊd'lʊkɪŋ",adj
"hluk, rámus",noise,nɔɪz,n
hnědá,brown,braʊn,adj
hvězda,star,stɑ:(r),n
"chuť, příchuť, ochutnávání",taste,teɪst,n
"identický, shodný, stejný",identical,aɪ'dentɪkl,adj
"kabát, plášť, sako, bunda",coat,kəʊt,n
"klobouk, čepice",hat,hæt,n
"kóje, buňka, oddělená část",compartment,kəm'pɑ:tmənt,n
"kořeněný, ostrý",spicy,spaɪsɪ,adj
kost,bone,bəʊn,n
"kraťasy, šortky, trenýrky",shorts (pl),ʃɔ:ts,n
"krátký, malý, nízký",short,ʃɔ:t,adj
"kroužit kolem, obíhat kolem (po oběžné dráze)",orbit,'ɔ:bɪt,v
kyslík,oxygen,'ɒksɪdʒən,n
laboratoř,laboratory (informal lab),lə'bɒrətri,n
lžíce,spoon,spu:n,n
modrá,blue,blu:,n
"nástroj, pomůcka, přístroj",instrument,'ɪnstrəmənt,n
"neobvyklý, neobyčejný, zvláštní",unusual,ʌn'ju:ʒuəl,adj
"neuvěřitelný (skvělý, úžasný)",incredible,ɪn'kredəbl,adj
Nevadí. To nic. (promíjín co se stalo),Never mind.,'nevər maɪnd,
omáčka,sauce,sɔ:s,n
"ovlivnit, postihnout, mít vliv (nikotin, sucho ap.)",affect,ə'fekt,v
"pár, dvojice",couple,'kʌpl,n
"pěkná, hezká, krásná (ne o muži) (popis osoby - vzhled)",pretty,'prɪti,adj
planeta,planet,'plænɪt,n
"plechovka, konzerva (sardinek)",tin (of sardines),",tɪn əv sɑ:'di:n",n
"plout (po vodě), vznášet se (ve vzduchu)",float,floʊt,v
pod (čím),below,bɪ'ləʊ,prep
podmínky,conditions,kən'dɪʃənz,n pl
pokus,experiment,ɪk'sperɪmənt,n
"PRAVDA, skutečnost, fakt",truth,tru:θ,n
"přenosný počítač, notebook",laptop,'læptɒp,n
"připevněný, připojený",attached,ə'tæʧt,adj
"příprava, přípravná fáze (před hlavní činností)",preparation,",prepə'reɪʃn",n
"purpurový, fialový",purple,'pɜ:pl,adj
původ,origin,'ɒrɪdʒɪn,n
"románek, milostný poměr/ vztah",romance,'rəʊmæns,n
rozhodnout (se),decide,dɪ'saɪd,v
soutěžit,compete,kəm'pi:t,v
sportovní / běžecké boty,trainers,'treɪnəz,n pl
"stát se, přihodit se (událost)",happen,'hæpən,v
"statní svátek, den pracovního volna",bank holiday,",bæŋk 'hɒlədəɪ",n
"stavět, postavit",build,bɪld,v
sukně,skirt,skɜ:t,n
sval,muscle,'mʌsl,n
"světlovlasý, plavovlasý, blond (vlasy)",blonde (AmE blond),blɒnd,adj
"šátek, šála, přehoz kolem ramen",scarf,skɑ:f,n
šaty (dámské),dress,dres,n
"tmavý, temný",dark,dɑ:k,adj
tričko (s krátkými rukávy),T-shirt,'ti:ʃɜ:t,n
umývání nádobí,washing-up,'wɒʃɪŋ ʌp,n
"velmi podobný, stejný",alike,ə'laɪk,adj
vesmír (všeobecně),the universe,ðə 'ju:nɪvɜ:s,n
"vyvíjet, vytvářet, rozvíjet (nový výrobek ap.)",develop,dɪ'veləp,v
"výzkum, bádání",research,rɪ'sɜ:tʃ,n
"zapnout (rádio, lampu ap.)",switch on,swɪʧ 'ɒn,v
zásoby,supplies,sə'plaɪz,n pl
"země(koule), svět",Earth,ɜ:θ,n
"zpráva, vzkaz",message,'mesɪdʒ,n
"barevný, barvitý, pestrý",colorful,'kʌləfl,adj
batoh,backpack,'bækpæk,n
"bouřka, bouře",storm,stɔ:m,n
"brzy, zanedlouho",soon,su:n,adv
budoucnost,future,'fju:ʧə(r),n
"bunda, sako, kabátek",jacket,'dʒækɪt,n
"hrom, zahřmění",thunder,'θʌndə(r),n
"jednoduchý, prostý",simple,'sɪmpl,adj
kolemjdoucí,passer-by (pl. passers-by),",pa:sə'baɪ (,pɑ:səz'baɪ)",n
"kufr, cestovní zavazadlo",suitcase,'su:tkeɪs,n
kýchat,sneeze,sni:z,v
"lézt, stoupat, šplhat (po horách)",climb,klaɪm,v
"lidová píseň, píseň k táboráku",folk song,'fəʊk sɒŋ,n
lidský,human,'hju:mən,adj
"mírový, poklidný; tichý (místo)",peaceful,pi:sfl,adj
"najmout, zjednat si (pracovníka ap.), pronajmout (věc)",hire,'haɪə(r),v
"nést, nosit",carry,'kærɪ,v
"očekávaný, něco má nastat",due,dju:,adj
odejít do důchodu,retire,rɪ'taɪə(r),v
"padat, spadnout, klesnout, propadnout se",fall,fɔ:l,v
"perfektní, dokonalý",perfect,pə:'fɪkt,adj
piknik,picnic,'pɪknɪk,n
"plánovat, zamýšlet",plan,plæn,v
"platový postup, zvýšení platu",pay rise,'peɪ raɪz,n
podcast,podcast,'pɒdkɑ:st,n
"pohostinnost, pohoštění",hospitality,",hɒspɪ'tælɪti",n
"políbit, líbat",kiss,kɪs,v
pozdní večeře (poslední jídlo dne),supper,'sʌpər,n
pyramida,pyramid,'pɪrəmɪd,n
"safari, lovecká výprava",safari,sə'fɑ:ri,n
"soulad, harmonie",harmony,'hɑ:məni,n
"stresující (situace, práce ap.)",stressful,'stresfl,adj
"svoboda, volnost",freedom,'fri:dəm,n
umývat nádobí,do the washing,du: ðə 'wɒʃɪŋ,v
upustit,drop,drɒp,v
usmívat se,smile,smaɪl,v
vycházková hůl,walking stick,'wɔ:kɪŋ stɪk,n
výletní/ zábavní plavba,cruise,kru:z,n
"vyrůst, dospívat",grow up,grəʊ 'ʌp,v
"vystrašený, vyděšený",frightened,'fraɪtnd,adj
Wales,Wales,weɪlz,n
"website, místo na webu",website,'websaɪt,n
"známka (chování ap.), projev",sign,saɪn,n
akr (míra plochy),acre,'eɪkə(r),n
"akt, jednání (divadelní)",act (of play),ækt,n
Austrálie,Australia,ɒ'streɪlɪə,n
balení (zavazadel),packing,'pækɪŋ,n
báseň,poem,'pəʊɪm,n
"bezpečnost, zabezpečení, ostraha",security,sɪ'kjʊərəti,n
bílý,white,waɪt,adj
"bláto, bahno",mud,mʌd,n
Brazílie,Brazil,brə'zɪl,n
"cesta (někam za určitým účelem), výlet",trip,trɪp,n
cider (kvašený jablečný mošt),cider,'saɪdə(r),n
Čína,China,'ʧaɪnə,n
"dav, zástup",crowd,kraʊd,n
"definitivní, konečný, s rozhodnou platností",definite,'defɪnət,adj
"dodávkové auto, dodávka",van,væn,n
hlučný,noisy,'nɔɪzi,adj
Itálie,Italy,'ɪtəli,n
ještě ne (v záporných větách),yet,jet,adv
"jeviště, pódium",stage,steɪdʒ,n
"kolega, partner",colleague,'kɒli:g,n
koleno (část těla),knee,ni:,n
"nálada, atmosféra",atmosphere,'ætməsfɪə(r),n
nástupiště,platform,'plætfɔ:m,n
návštěvníci festivalu,festival goers,'festɪvl 'gəʊəz,n pl
nepřetržitý,continual,kən'tɪnjuəl,adj
"nesmysl, hovadina, blbost",rubbish,'rʌbɪʃ,n
"neuspět, propadnout, selhat",fail,feɪl,v
odbavit se před letem,check in,ʧek 'ɪn,v
"paměť, vzpomínka",memory,'meməri,n
"porce, kus, kousek",piece,pi:s,n
potápění s dýchacím přístrojem,scuba diving,'sku:bə 'daɪvɪŋ,n
"právě, zrovna",just,dʒʌst,adv
"přihlásit se k pobytu, ubytovat se (fráz.sloveso)",check in (~ at the hotel),ʧek ɪn,n
"přihlásit se k pobytu, ubytovat se, odbavit, zaregistrovat se (fráz.sloveso)",check in (~ at the hotel),ʧek ɪn,n
příruční zavazadlo,hand luggage,'hænd lʌgɪdʒ,n
rockový koncert,rock concert,rɒk 'kɒnsət,n
"řada, fronta",queue,kju:,n
Řecko,Greece,gri:s,n
"slavnost, svátek, festival",festival,'festɪvl,n
"slogan, reklamní heslo",slogan,'sləʊgən,n
sluneční svit / záře,sunshine,'sʌnʃaɪn,n
smrt,death,deθ,n
Spojené státy,the US,ðə ju'es,n
stan,tent,tent,n
"super, parádní, skvělý, brilantní",brilliant,'brɪliənt,adj
tabule s odlety letadel / s odjezdy vlaků,departures board,"dɪ'pɑ:ʧəz ,bɔ:d",n
taxi,taxi (AmE cab),'tæksi (kæb),n
"týkat se něčeho, vztahovat se k něčemu",refer to,rɪ'fɜ: tə:,v
"účinkující, umělec, představitel",performer,pə'fɔ:mə(r),n
"událost venku, pod širým nebem",open-air,",əʊpən 'eə(r)",n
"úspory, našetřené peníze",savings,'seɪvɪŋz,n
Velká Británie,Great Britain,",greɪt 'brɪtn",n
"velké letadlo, jumbo jet",jumbo jet,",dʒʌmbəʊ 'dʒet",n
"vůbec, nikdy (v záporu)",ever,'evər,adv
vycházet (s někým) dobře,get on (well with sb),get ɒn ('wel wið),v
"vycházet s (s kým), dařit se (s čím)",get on (well) with (sb/sth),get ɒn (wel) wɪð,v
"vyjádřit, vyslovit (názor ap.)",express,ɪk'spres,v
"vytisknout, tisknout",print,prɪnt,v
zavazadlo,luggage (AmE baggage),'lʌgɪdʒ ('bægɪdʒ),n
"zklamaný (čím, kým)",disappointed,",dɪsə'poɪntɪd",adj
"zúčastnit se, chodit (do školy/ na hodiny/ na kurz)",attend (school/classes/a course),ə'tend,v
"zvednout, zdvihnout  (dítě,hlavu, hladina ap.)",rise,raɪz,v
žlutý,yellow,'jeləʊ,adj
